frame,direction,steering,stable_direction
0,NONE,0.0,NONE
1,NONE,0.0,NONE
2,NONE,0.0,NONE
3,NONE,0.0,NONE
4,NONE,0.0,NONE
5,NONE,0.0,NONE
6,NONE,0.0,NONE
7,NONE,0.0,NONE
8,NONE,0.0,NONE
9,NONE,0.0,NONE
10,NONE,0.0,NONE
11,NONE,0.0,NONE
12,NONE,0.0,NONE
13,NONE,0.0,NONE
14,NONE,0.0,NONE
15,NONE,0.0,NONE
16,NONE,0.0,NONE
17,NONE,0.0,NONE
18,NONE,0.0,NONE
19,NONE,0.0,NONE
20,NONE,0.0,NONE
21,NONE,0.0,NONE
22,NONE,0.0,NONE
23,NONE,0.0,NONE
24,NONE,0.0,NONE
25,NONE,0.0,NONE
26,NONE,0.0,NONE
27,NONE,0.0,NONE
28,NONE,0.0,NONE
29,NONE,0.0,NONE
30,NONE,0.0,NONE
31,NONE,0.0,NONE
32,NONE,0.0,NONE
33,NONE,0.0,NONE
34,NONE,0.0,NONE
35,NONE,0.0,NONE
36,NONE,0.0,NONE
37,NONE,0.0,NONE
38,NONE,0.0,NONE
39,NONE,0.0,NONE
40,NONE,0.0,NONE
41,NONE,0.0,NONE
42,NONE,0.0,NONE
43,NONE,0.0,NONE
44,NONE,0.0,NONE
45,NONE,0.0,NONE
46,NONE,0.0,NONE
47,NONE,0.0,NONE
48,NONE,0.0,NONE
49,NONE,0.0,NONE
50,NONE,0.0,NONE
51,NONE,0.0,NONE
52,NONE,0.0,NONE
53,NONE,0.0,NONE
54,NONE,0.0,NONE
55,NONE,0.0,NONE
56,NONE,0.0,NONE
57,NONE,0.0,NONE
58,NONE,0.0,NONE
59,NONE,0.0,NONE
60,NONE,0.0,NONE
61,NONE,0.0,NONE
62,NONE,0.0,NONE
63,NONE,0.0,NONE
64,NONE,0.0,NONE
65,NONE,0.0,NONE
66,NONE,0.0,NONE
67,NONE,0.0,NONE
68,NONE,0.0,NONE
69,NONE,0.0,NONE
70,NONE,0.0,NONE
71,NONE,0.0,NONE
72,NONE,0.0,NONE
73,NONE,0.0,NONE
74,NONE,0.0,NONE
75,NONE,0.0,NONE
76,NONE,0.0,NONE
77,NONE,0.0,NONE
78,NONE,0.0,NONE
79,NONE,0.0,NONE
80,NONE,0.0,NONE
81,NONE,0.0,NONE
82,NONE,0.0,NONE
83,NONE,0.0,NONE
84,NONE,0.0,NONE
85,NONE,0.0,NONE
86,NONE,0.0,NONE
87,NONE,0.0,NONE
88,NONE,0.0,NONE
89,NONE,0.0,NONE
90,NONE,0.0,NONE
91,NONE,0.0,NONE
92,NONE,0.0,NONE
93,NONE,0.0,NONE
94,NONE,0.0,NONE
95,NONE,0.0,NONE
96,NONE,0.0,NONE
97,NONE,0.0,NONE
98,NONE,0.0,NONE
99,NONE,0.0,NONE
100,NONE,0.0,NONE
101,NONE,0.0,NONE
102,NONE,0.0,NONE
103,NONE,0.0,NONE
104,NONE,0.0,NONE
105,NONE,0.0,NONE
106,NONE,0.0,NONE
107,NONE,0.0,NONE
108,NONE,0.0,NONE
109,NONE,0.0,NONE
110,NONE,0.0,NONE
111,NONE,0.0,NONE
112,NONE,0.0,NONE
113,NONE,0.0,NONE
114,NONE,0.0,NONE
115,NONE,0.0,NONE
116,NONE,0.0,NONE
117,NONE,0.0,NONE
118,NONE,0.0,NONE
119,NONE,0.0,NONE
120,NONE,0.0,NONE
121,NONE,0.0,NONE
122,NONE,0.0,NONE
123,NONE,0.0,NONE
124,NONE,0.0,NONE
125,NONE,0.0,NONE
126,NONE,0.0,NONE
127,NONE,0.0,NONE
128,NONE,0.0,NONE
129,NONE,0.0,NONE
130,NONE,0.0,NONE
131,NONE,0.0,NONE
132,NONE,0.0,NONE
133,NONE,0.0,NONE
134,NONE,0.0,NONE
135,NONE,0.0,NONE
136,NONE,0.0,NONE
137,NONE,0.0,NONE
138,NONE,0.0,NONE
139,NONE,0.0,NONE
140,NONE,0.0,NONE
141,NONE,0.0,NONE
142,NONE,0.0,NONE
143,NONE,0.0,NONE
144,NONE,0.0,NONE
145,NONE,0.0,NONE
146,NONE,0.0,NONE
147,NONE,0.0,NONE
148,NONE,0.0,NONE
149,NONE,0.0,NONE
150,NONE,0.0,NONE
151,NONE,0.0,NONE
152,NONE,0.0,NONE
153,NONE,0.0,NONE
154,NONE,0.0,NONE
155,NONE,0.0,NONE
156,NONE,0.0,NONE
157,NONE,0.0,NONE
158,NONE,0.0,NONE
159,NONE,0.0,NONE
160,NONE,0.0,NONE
161,NONE,0.0,NONE
162,NONE,0.0,NONE
163,NONE,0.0,NONE
164,NONE,0.0,NONE
165,NONE,0.0,NONE
166,NONE,0.0,NONE
167,NONE,0.0,NONE
168,NONE,0.0,NONE
169,NONE,0.0,NONE
170,NONE,0.0,NONE
171,NONE,0.0,NONE
172,NONE,0.0,NONE
173,NONE,0.0,NONE
174,NONE,0.0,NONE
175,NONE,0.0,NONE
176,NONE,0.0,NONE
177,NONE,0.0,NONE
178,NONE,0.0,NONE
179,NONE,0.0,NONE
180,NONE,0.0,NONE
181,NONE,0.0,NONE
182,NONE,0.0,NONE
183,NONE,0.0,NONE
184,NONE,0.0,NONE
185,NONE,0.0,NONE
186,LEFT TURN,-0.07322962259122935,NONE
187,LEFT TURN,-0.058583698072983484,NONE
188,LEFT TURN,-0.04686695845838679,LEFT TURN
189,LEFT TURN,-0.03749356676670943,LEFT TURN
190,LEFT TURN,-0.029994853413367547,LEFT TURN
191,LEFT TURN,-0.02399588273069404,LEFT TURN
192,LEFT TURN,-0.019196706184555233,LEFT TURN
193,LEFT TURN,-0.015357364947644187,LEFT TURN
194,LEFT TURN,-0.012285891958115351,LEFT TURN
195,RIGHT TURN,0.07042821989280411,LEFT TURN
196,RIGHT TURN,0.05634257591424329,LEFT TURN
197,LEFT TURN,-0.12602609483153693,LEFT TURN
198,LEFT TURN,-0.17600909681210422,LEFT TURN
199,LEFT TURN,-0.11356473782350156,LEFT TURN
200,LEFT TURN,-0.09085179025880125,LEFT TURN
201,LEFT TURN,-0.072681432207041,LEFT TURN
202,LEFT TURN,-0.0581451457656328,LEFT TURN
203,RIGHT TURN,0.08145232467931361,LEFT TURN
204,RIGHT TURN,0.17305515998407553,LEFT TURN
205,RIGHT TURN,0.14410079214867655,RIGHT TURN
206,RIGHT TURN,0.11528063371894125,RIGHT TURN
207,RIGHT TURN,0.092224506975153,RIGHT TURN
208,RIGHT TURN,0.0737796055801224,RIGHT TURN
209,LEFT TURN,-0.11881107111787925,RIGHT TURN
210,RIGHT TURN,0.08172134041422191,RIGHT TURN
211,RIGHT TURN,0.06537707233137753,RIGHT TURN
212,RIGHT TURN,0.052301657865102026,RIGHT TURN
213,RIGHT TURN,0.04184132629208162,RIGHT TURN
214,RIGHT TURN,0.0334730610336653,RIGHT TURN
215,LEFT TURN,-0.07011876265308517,RIGHT TURN
216,LEFT TURN,-0.05609501012246814,RIGHT TURN
217,LEFT TURN,-0.04487600809797451,LEFT TURN
218,LEFT TURN,-0.035900806478379614,LEFT TURN
219,LEFT TURN,-0.028720645182703692,LEFT TURN
220,LEFT TURN,-0.022976516146162956,LEFT TURN
221,LEFT TURN,-0.018381212916930366,LEFT TURN
222,LEFT TURN,-0.014704970333544294,LEFT TURN
223,LEFT TURN,-0.011763976266835436,LEFT TURN
224,LEFT TURN,-0.009411181013468349,LEFT TURN
225,LEFT TURN,-0.007528944810774679,LEFT TURN
226,LEFT TURN,-0.006023155848619744,LEFT TURN
227,LEFT TURN,-0.004818524678895795,LEFT TURN
228,LEFT TURN,-0.003854819743116636,LEFT TURN
229,LEFT TURN,-0.003083855794493309,LEFT TURN
230,LEFT TURN,-0.0024670846355946477,LEFT TURN
231,LEFT TURN,-0.0019736677084757183,LEFT TURN
232,LEFT TURN,-0.0015789341667805747,LEFT TURN
233,LEFT TURN,-0.00126314733342446,LEFT TURN
234,LEFT TURN,-0.001010517866739568,LEFT TURN
235,LEFT TURN,-0.0008084142933916544,LEFT TURN
236,LEFT TURN,-0.0006467314347133236,LEFT TURN
237,LEFT TURN,-0.0005173851477706589,LEFT TURN
238,LEFT TURN,-0.0004139081182165271,LEFT TURN
239,LEFT TURN,-0.00033112649457322173,LEFT TURN
240,LEFT TURN,-0.0002649011956585774,LEFT TURN
241,LEFT TURN,-0.00021192095652686194,LEFT TURN
242,LEFT TURN,-0.00016953676522148955,LEFT TURN
243,LEFT TURN,-0.00013562941217719164,LEFT TURN
244,LEFT TURN,-0.00010850352974175331,LEFT TURN
245,LEFT TURN,-8.680282379340266e-05,LEFT TURN
246,LEFT TURN,-6.944225903472213e-05,LEFT TURN
247,LEFT TURN,-5.5553807227777706e-05,LEFT TURN
248,LEFT TURN,-4.4443045782222165e-05,LEFT TURN
249,LEFT TURN,-3.5554436625777734e-05,LEFT TURN
250,LEFT TURN,-2.8443549300622188e-05,LEFT TURN
251,LEFT TURN,-2.275483944049775e-05,LEFT TURN
252,LEFT TURN,-1.8203871552398203e-05,LEFT TURN
253,LEFT TURN,-1.4563097241918562e-05,LEFT TURN
254,LEFT TURN,-1.1650477793534851e-05,LEFT TURN
255,LEFT TURN,-9.320382234827881e-06,LEFT TURN
256,LEFT TURN,-7.456305787862305e-06,LEFT TURN
257,LEFT TURN,-5.9650446302898445e-06,LEFT TURN
258,LEFT TURN,-4.772035704231876e-06,LEFT TURN
259,LEFT TURN,-3.817628563385501e-06,LEFT TURN
260,LEFT TURN,-3.054102850708401e-06,LEFT TURN
261,LEFT TURN,-2.443282280566721e-06,LEFT TURN
262,LEFT TURN,-1.954625824453377e-06,LEFT TURN
263,LEFT TURN,-1.5637006595627017e-06,LEFT TURN
264,LEFT TURN,-1.2509605276501613e-06,LEFT TURN
265,LEFT TURN,-1.0007684221201292e-06,LEFT TURN
266,LEFT TURN,-8.006147376961034e-07,LEFT TURN
267,LEFT TURN,-6.404917901568828e-07,LEFT TURN
268,LEFT TURN,-5.123934321255063e-07,LEFT TURN
269,LEFT TURN,-4.099147457004051e-07,LEFT TURN
270,LEFT TURN,-3.279317965603241e-07,LEFT TURN
271,LEFT TURN,-2.623454372482593e-07,LEFT TURN
272,LEFT TURN,-2.0987634979860745e-07,LEFT TURN
273,LEFT TURN,-1.6790107983888598e-07,LEFT TURN
274,LEFT TURN,-1.3432086387110878e-07,LEFT TURN
275,LEFT TURN,-1.0745669109688703e-07,LEFT TURN
276,LEFT TURN,-8.596535287750963e-08,LEFT TURN
277,LEFT TURN,-6.87722823020077e-08,LEFT TURN
278,LEFT TURN,-5.501782584160616e-08,LEFT TURN
279,LEFT TURN,-4.401426067328493e-08,LEFT TURN
280,LEFT TURN,-3.521140853862795e-08,LEFT TURN
281,LEFT TURN,-2.816912683090236e-08,LEFT TURN
282,LEFT TURN,-2.253530146472189e-08,LEFT TURN
283,LEFT TURN,-1.8028241171777513e-08,LEFT TURN
284,LEFT TURN,-1.442259293742201e-08,LEFT TURN
285,LEFT TURN,-1.153807434993761e-08,LEFT TURN
286,LEFT TURN,-9.230459479950088e-09,LEFT TURN
287,LEFT TURN,-7.384367583960071e-09,LEFT TURN
288,LEFT TURN,-5.907494067168057e-09,LEFT TURN
289,LEFT TURN,-4.725995253734446e-09,LEFT TURN
290,LEFT TURN,-3.780796202987558e-09,LEFT TURN
291,LEFT TURN,-3.0246369623900463e-09,LEFT TURN
292,LEFT TURN,-2.4197095699120373e-09,LEFT TURN
293,LEFT TURN,-1.93576765592963e-09,LEFT TURN
294,LEFT TURN,-1.548614124743704e-09,LEFT TURN
295,LEFT TURN,-1.2388912997949633e-09,LEFT TURN
296,LEFT TURN,-9.911130398359707e-10,LEFT TURN
297,LEFT TURN,-7.928904318687766e-10,LEFT TURN
298,LEFT TURN,-6.343123454950213e-10,LEFT TURN
299,LEFT TURN,-5.074498763960171e-10,LEFT TURN
300,LEFT TURN,-4.059599011168137e-10,LEFT TURN
301,LEFT TURN,-3.2476792089345096e-10,LEFT TURN
302,LEFT TURN,-2.598143367147608e-10,LEFT TURN
303,LEFT TURN,-2.0785146937180864e-10,LEFT TURN
304,LEFT TURN,-1.662811754974469e-10,LEFT TURN
305,LEFT TURN,-1.3302494039795753e-10,LEFT TURN
306,LEFT TURN,-1.0641995231836603e-10,LEFT TURN
307,LEFT TURN,-8.513596185469282e-11,LEFT TURN
308,LEFT TURN,-6.810876948375426e-11,LEFT TURN
309,LEFT TURN,-5.4487015587003416e-11,LEFT TURN
310,LEFT TURN,-4.3589612469602735e-11,LEFT TURN
311,RIGHT TURN,0.0725168042203372,LEFT TURN
312,RIGHT TURN,0.05801344337626976,LEFT TURN
313,RIGHT TURN,0.04641075470101581,RIGHT TURN
314,RIGHT TURN,0.03712860376081265,RIGHT TURN
315,RIGHT TURN,0.02970288300865012,RIGHT TURN
316,RIGHT TURN,0.0237623064069201,RIGHT TURN
317,RIGHT TURN,0.01900984512553608,RIGHT TURN
318,RIGHT TURN,0.015207876100428864,RIGHT TURN
319,RIGHT TURN,0.012166300880343092,RIGHT TURN
320,RIGHT TURN,0.009733040704274474,RIGHT TURN
321,RIGHT TURN,0.08278532128161942,RIGHT TURN
322,RIGHT TURN,0.06622825702529554,RIGHT TURN
323,RIGHT TURN,0.08691715614243438,RIGHT TURN
324,RIGHT TURN,0.0695337249139475,RIGHT TURN
325,RIGHT TURN,0.055626979931158005,RIGHT TURN
326,RIGHT TURN,0.044501583944926405,RIGHT TURN
327,RIGHT TURN,0.03560126715594113,RIGHT TURN
328,RIGHT TURN,0.028481013724752903,RIGHT TURN
329,RIGHT TURN,0.022784810979802325,RIGHT TURN
330,RIGHT TURN,0.01822784878384186,RIGHT TURN
331,RIGHT TURN,0.01458227902707349,RIGHT TURN
332,RIGHT TURN,0.011665823221658793,RIGHT TURN
333,RIGHT TURN,0.009332658577327034,RIGHT TURN
334,RIGHT TURN,0.007466126861861627,RIGHT TURN
335,RIGHT TURN,0.0059729014894893025,RIGHT TURN
336,RIGHT TURN,0.004778321191591443,RIGHT TURN
337,RIGHT TURN,0.0038226569532731542,RIGHT TURN
338,RIGHT TURN,0.0030581255626185235,RIGHT TURN
339,RIGHT TURN,0.002446500450094819,RIGHT TURN
340,RIGHT TURN,0.001957200360075855,RIGHT TURN
341,RIGHT TURN,0.001565760288060684,RIGHT TURN
342,RIGHT TURN,0.0012526082304485473,RIGHT TURN
343,RIGHT TURN,0.001002086584358838,RIGHT TURN
344,RIGHT TURN,0.0008016692674870703,RIGHT TURN
345,RIGHT TURN,0.0006413354139896563,RIGHT TURN
346,RIGHT TURN,0.0005130683311917251,RIGHT TURN
347,RIGHT TURN,0.0004104546649533801,RIGHT TURN
348,RIGHT TURN,0.0003283637319627041,RIGHT TURN
349,RIGHT TURN,0.0002626909855701633,RIGHT TURN
350,LEFT TURN,-0.08605150516135898,RIGHT TURN
351,LEFT TURN,-0.06884120412908719,RIGHT TURN
352,LEFT TURN,-0.05507296330326975,LEFT TURN
353,LEFT TURN,-0.04405837064261581,LEFT TURN
354,LEFT TURN,-0.035246696514092644,LEFT TURN
355,LEFT TURN,-0.028197357211274116,LEFT TURN
356,LEFT TURN,-0.022557885769019292,LEFT TURN
357,LEFT TURN,-0.018046308615215435,LEFT TURN
358,LEFT TURN,-0.014437046892172348,LEFT TURN
359,LEFT TURN,-0.01154963751373788,LEFT TURN
360,LEFT TURN,-0.009239710010990304,LEFT TURN
361,LEFT TURN,-0.007391768008792244,LEFT TURN
362,LEFT TURN,-0.005913414407033795,LEFT TURN
363,RIGHT TURN,0.07289670827647741,LEFT TURN
364,RIGHT TURN,0.058317366621181935,LEFT TURN
365,RIGHT TURN,0.04665389329694555,RIGHT TURN
366,RIGHT TURN,0.03732311463755644,RIGHT TURN
367,RIGHT TURN,0.029858491710045156,RIGHT TURN
368,RIGHT TURN,0.023886793368036126,RIGHT TURN
369,RIGHT TURN,0.0191094346944289,RIGHT TURN
370,RIGHT TURN,0.015287547755543121,RIGHT TURN
371,RIGHT TURN,0.012230038204434497,RIGHT TURN
372,RIGHT TURN,0.009784030563547598,RIGHT TURN
373,RIGHT TURN,0.00782722445083808,RIGHT TURN
374,RIGHT TURN,0.0062617795606704635,RIGHT TURN
375,RIGHT TURN,0.005009423648536371,RIGHT TURN
376,RIGHT TURN,0.004007538918829097,RIGHT TURN
377,RIGHT TURN,0.0032060311350632776,RIGHT TURN
378,RIGHT TURN,0.0025648249080506224,RIGHT TURN
379,RIGHT TURN,0.002051859926440498,RIGHT TURN
380,RIGHT TURN,0.0016414879411523987,RIGHT TURN
381,RIGHT TURN,0.001313190352921919,RIGHT TURN
382,RIGHT TURN,0.0010505522823375352,RIGHT TURN
383,RIGHT TURN,0.0008404418258700282,RIGHT TURN
384,RIGHT TURN,0.0006723534606960227,RIGHT TURN
385,RIGHT TURN,0.0005378827685568182,RIGHT TURN
386,RIGHT TURN,0.00043030621484545456,RIGHT TURN
387,RIGHT TURN,0.0003442449718763637,RIGHT TURN
388,RIGHT TURN,0.000275395977501091,RIGHT TURN
389,RIGHT TURN,0.0002203167820008728,RIGHT TURN
390,RIGHT TURN,0.00017625342560069826,RIGHT TURN
391,RIGHT TURN,0.00014100274048055861,RIGHT TURN
392,RIGHT TURN,0.0001128021923844469,RIGHT TURN
393,RIGHT TURN,9.024175390755752e-05,RIGHT TURN
394,RIGHT TURN,7.219340312604602e-05,RIGHT TURN
395,RIGHT TURN,5.775472250083682e-05,RIGHT TURN
396,LEFT TURN,-0.14000868777372222,RIGHT TURN
397,LEFT TURN,-0.11200695021897777,RIGHT TURN
398,LEFT TURN,-0.08960556017518223,LEFT TURN
399,LEFT TURN,-0.07168444814014578,LEFT TURN
400,LEFT TURN,-0.05734755851211663,LEFT TURN
401,LEFT TURN,-0.045878046809693304,LEFT TURN
402,LEFT TURN,-0.03670243744775464,LEFT TURN
403,RIGHT TURN,0.08868062776698449,LEFT TURN
404,RIGHT TURN,0.0709445022135876,LEFT TURN
405,LEFT TURN,-0.17649823281022622,LEFT TURN
406,LEFT TURN,-0.141198586248181,LEFT TURN
407,LEFT TURN,-0.11295886899854479,LEFT TURN
408,LEFT TURN,-0.09036709519883585,LEFT TURN
409,LEFT TURN,-0.07229367615906868,LEFT TURN
410,LEFT TURN,-0.05783494092725494,LEFT TURN
411,LEFT TURN,-0.04626795274180395,LEFT TURN
412,LEFT TURN,-0.037014362193443166,LEFT TURN
413,LEFT TURN,-0.029611489754754534,LEFT TURN
414,LEFT TURN,-0.02368919180380363,LEFT TURN
415,LEFT TURN,-0.018951353443042905,LEFT TURN
416,LEFT TURN,-0.015161082754434325,LEFT TURN
417,LEFT TURN,-0.01212886620354746,LEFT TURN
418,LEFT TURN,-0.009703092962837969,LEFT TURN
419,LEFT TURN,-0.007762474370270375,LEFT TURN
420,LEFT TURN,-0.006209979496216301,LEFT TURN
421,LEFT TURN,-0.004967983596973041,LEFT TURN
422,LEFT TURN,-0.0039743868775784326,LEFT TURN
423,LEFT TURN,-0.003179509502062746,LEFT TURN
424,LEFT TURN,-0.002543607601650197,LEFT TURN
425,LEFT TURN,-0.0020348860813201577,LEFT TURN
426,LEFT TURN,-0.0016279088650561263,LEFT TURN
427,LEFT TURN,-0.001302327092044901,LEFT TURN
428,LEFT TURN,-0.001041861673635921,LEFT TURN
429,LEFT TURN,-0.0008334893389087368,LEFT TURN
430,LEFT TURN,-0.0006667914711269894,LEFT TURN
431,LEFT TURN,-0.0005334331769015916,LEFT TURN
432,LEFT TURN,-0.00042674654152127334,LEFT TURN
433,LEFT TURN,-0.0003413972332170187,LEFT TURN
434,LEFT TURN,-0.00027311778657361496,LEFT TURN
435,LEFT TURN,-0.000218494229258892,LEFT TURN
436,LEFT TURN,-0.00017479538340711362,LEFT TURN
437,LEFT TURN,-0.0001398363067256909,LEFT TURN
438,LEFT TURN,-0.00011186904538055272,LEFT TURN
439,LEFT TURN,-8.949523630444218e-05,LEFT TURN
440,LEFT TURN,-7.159618904355374e-05,LEFT TURN
441,LEFT TURN,-5.7276951234842995e-05,LEFT TURN
442,LEFT TURN,-4.58215609878744e-05,LEFT TURN
443,LEFT TURN,-3.6657248790299524e-05,LEFT TURN
444,LEFT TURN,-2.932579903223962e-05,LEFT TURN
445,LEFT TURN,-2.3460639225791696e-05,LEFT TURN
446,LEFT TURN,-1.876851138063336e-05,LEFT TURN
447,LEFT TURN,-1.5014809104506688e-05,LEFT TURN
448,LEFT TURN,-1.2011847283605351e-05,LEFT TURN
449,LEFT TURN,-9.609477826884282e-06,LEFT TURN
450,LEFT TURN,-7.687582261507426e-06,LEFT TURN
451,LEFT TURN,-6.150065809205941e-06,LEFT TURN
452,LEFT TURN,-4.920052647364753e-06,LEFT TURN
453,LEFT TURN,-3.936042117891802e-06,LEFT TURN
454,LEFT TURN,-3.148833694313442e-06,LEFT TURN
455,LEFT TURN,-2.5190669554507535e-06,LEFT TURN
456,LEFT TURN,-2.015253564360603e-06,LEFT TURN
457,LEFT TURN,-1.6122028514884823e-06,LEFT TURN
458,LEFT TURN,-1.289762281190786e-06,LEFT TURN
459,LEFT TURN,-1.0318098249526288e-06,LEFT TURN
460,LEFT TURN,-8.25447859962103e-07,LEFT TURN
461,LEFT TURN,-6.603582879696825e-07,LEFT TURN
462,LEFT TURN,-5.28286630375746e-07,LEFT TURN
463,LEFT TURN,-4.2262930430059684e-07,LEFT TURN
464,LEFT TURN,-3.381034434404775e-07,LEFT TURN
465,LEFT TURN,-2.70482754752382e-07,LEFT TURN
466,LEFT TURN,-2.163862038019056e-07,LEFT TURN
467,LEFT TURN,-1.731089630415245e-07,LEFT TURN
468,LEFT TURN,-1.384871704332196e-07,LEFT TURN
469,LEFT TURN,-1.1078973634657569e-07,LEFT TURN
470,LEFT TURN,-8.863178907726056e-08,LEFT TURN
471,LEFT TURN,-7.090543126180845e-08,LEFT TURN
472,LEFT TURN,-5.672434500944676e-08,LEFT TURN
473,LEFT TURN,-4.537947600755741e-08,LEFT TURN
474,LEFT TURN,-3.6303580806045933e-08,LEFT TURN
475,LEFT TURN,-2.9042864644836747e-08,LEFT TURN
476,LEFT TURN,-2.3234291715869397e-08,LEFT TURN
477,LEFT TURN,-1.8587433372695518e-08,LEFT TURN
478,LEFT TURN,-1.4869946698156414e-08,LEFT TURN
479,LEFT TURN,-1.1895957358525132e-08,LEFT TURN
480,LEFT TURN,-9.516765886820106e-09,LEFT TURN
481,LEFT TURN,-7.613412709456085e-09,LEFT TURN
482,LEFT TURN,-6.090730167564868e-09,LEFT TURN
483,LEFT TURN,-4.872584134051895e-09,LEFT TURN
484,LEFT TURN,-3.898067307241516e-09,LEFT TURN
485,LEFT TURN,-3.1184538457932126e-09,LEFT TURN
486,LEFT TURN,-2.4947630766345704e-09,LEFT TURN
487,LEFT TURN,-1.9958104613076563e-09,LEFT TURN
488,LEFT TURN,-1.5966483690461251e-09,LEFT TURN
489,LEFT TURN,-1.2773186952369002e-09,LEFT TURN
490,LEFT TURN,-1.0218549561895202e-09,LEFT TURN
491,LEFT TURN,-8.174839649516163e-10,LEFT TURN
492,LEFT TURN,-6.53987171961293e-10,LEFT TURN
493,LEFT TURN,-5.231897375690345e-10,LEFT TURN
494,LEFT TURN,-4.185517900552276e-10,LEFT TURN
495,LEFT TURN,-3.348414320441821e-10,LEFT TURN
496,LEFT TURN,-2.6787314563534567e-10,LEFT TURN
497,LEFT TURN,-2.1429851650827656e-10,LEFT TURN
498,LEFT TURN,-1.7143881320662125e-10,LEFT TURN
499,LEFT TURN,-1.37151050565297e-10,LEFT TURN
500,LEFT TURN,-1.0972084045223761e-10,LEFT TURN
501,LEFT TURN,-8.77766723617901e-11,LEFT TURN
502,LEFT TURN,-7.022133788943209e-11,LEFT TURN
503,LEFT TURN,-5.617707031154567e-11,LEFT TURN
504,LEFT TURN,-4.494165624923654e-11,LEFT TURN
505,LEFT TURN,-3.595332499938923e-11,LEFT TURN
506,LEFT TURN,-0.09941800294033344,LEFT TURN
507,LEFT TURN,-0.07953440235226676,LEFT TURN
508,LEFT TURN,-0.07086008553171513,LEFT TURN
509,LEFT TURN,-0.16829332129594984,LEFT TURN
510,LEFT TURN,-0.1346346570367599,LEFT TURN
511,LEFT TURN,-0.10335604088676495,LEFT TURN
512,LEFT TURN,-0.08268483270941196,LEFT TURN
513,LEFT TURN,-0.06614786616752957,LEFT TURN
514,LEFT TURN,-0.05291829293402366,LEFT TURN
515,LEFT TURN,-0.04233463434721893,LEFT TURN
516,LEFT TURN,-0.03386770747777514,LEFT TURN
517,LEFT TURN,-0.027094165982220114,LEFT TURN
518,LEFT TURN,-0.021675332785776092,LEFT TURN
519,LEFT TURN,-0.017340266228620876,LEFT TURN
520,LEFT TURN,-0.013872212982896702,LEFT TURN
521,LEFT TURN,-0.011097770386317362,LEFT TURN
522,LEFT TURN,-0.00887821630905389,LEFT TURN
523,LEFT TURN,-0.007102573047243112,LEFT TURN
524,LEFT TURN,-0.00568205843779449,LEFT TURN
525,LEFT TURN,-0.004545646750235592,LEFT TURN
526,LEFT TURN,-0.0036365174001884736,LEFT TURN
527,LEFT TURN,-0.0029092139201507793,LEFT TURN
528,LEFT TURN,-0.0023273711361206234,LEFT TURN
529,LEFT TURN,-0.0715442986058516,LEFT TURN
530,LEFT TURN,-0.05723543888468128,LEFT TURN
531,LEFT TURN,-0.045788351107745026,LEFT TURN
532,LEFT TURN,-0.036630680886196025,LEFT TURN
533,LEFT TURN,-0.029304544708956822,LEFT TURN
534,LEFT TURN,-0.02344363576716546,LEFT TURN
535,LEFT TURN,-0.01875490861373237,LEFT TURN
536,LEFT TURN,-0.015003926890985897,LEFT TURN
537,LEFT TURN,-0.012003141512788718,LEFT TURN
538,LEFT TURN,-0.009602513210230975,LEFT TURN
539,LEFT TURN,-0.00768201056818478,LEFT TURN
540,LEFT TURN,-0.006145608454547824,LEFT TURN
541,LEFT TURN,-0.00491648676363826,LEFT TURN
542,LEFT TURN,-0.003933189410910608,LEFT TURN
543,LEFT TURN,-0.0031465515287284864,LEFT TURN
544,LEFT TURN,-0.0025172412229827893,LEFT TURN
545,LEFT TURN,-0.0020137929783862313,LEFT TURN
546,LEFT TURN,-0.001611034382708985,LEFT TURN
547,LEFT TURN,-0.0012888275061671882,LEFT TURN
548,LEFT TURN,-0.0010310620049337506,LEFT TURN
549,LEFT TURN,-0.0008248496039470005,LEFT TURN
550,LEFT TURN,-0.0006598796831576004,LEFT TURN
551,LEFT TURN,-0.0005279037465260804,LEFT TURN
552,LEFT TURN,-0.0004223229972208643,LEFT TURN
553,LEFT TURN,-0.0003378583977766915,LEFT TURN
554,LEFT TURN,-0.0002702867182213532,LEFT TURN
555,LEFT TURN,-0.0002162293745770826,LEFT TURN
556,LEFT TURN,-0.00017298349966166608,LEFT TURN
557,LEFT TURN,-0.00013838679972933286,LEFT TURN
558,LEFT TURN,-0.00011070943978346629,LEFT TURN
559,LEFT TURN,-8.856755182677303e-05,LEFT TURN
560,LEFT TURN,-7.085404146141843e-05,LEFT TURN
561,LEFT TURN,-5.668323316913474e-05,LEFT TURN
562,LEFT TURN,-4.53465865353078e-05,LEFT TURN
